Gene,SeqLength,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30
Ms4a6c,217,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0
Oas2,742,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oas3,1138,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
Parp3,533,1,0,0,1,1,1,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,1,0,0
Oas1a,376,1,-1,0,-1,0,1,0,0,0,0,0,1,0,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0
Ppp1r9b,756,1,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,1,-1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
Plpp3,312,1,0,0,0,1,0,-1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Plcl2,1128,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Raf1,187,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,-1,0,0
Prdx5,210,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Rel,518,1,1,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,1,0,0,0,0,0
Pyhin1,420,1,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0
Rps6kc1,1056,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0
Prkcd,382,1,0,-1,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rbpj,383,1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,1,0,0,1,-1,0,0,1,0,0,0,1,-1,1
Slfn8,910,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1
Ripk2,539,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0
Rapgef2,1496,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,0,0,0
Src,1992,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Stat1,191,1,0,1,1,0,1,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,1,0,0,-1,1,1,0
Syap1,382,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0
Stat5a,786,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Tarm1,288,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0
Sema4a,760,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf1b,474,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat2,333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tlr2,784,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0
Syk,618,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,0,0,1,0,0,0,0,0
Tlr9,662,1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0
Tnip1,775,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,-1,1,0,0,-1,-1,0,0
Tnip3,279,1,0,0,1,1,0,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1
Vrk2,381,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0
Trim30d,347,1,-1,0,-1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-1,0,-1
Zyx,1087,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,0,0
Trim30a,496,1,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,-1,0
Zc3hav1,926,1,0,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0
Uba7,977,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0
