gene,seq_length,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30
Irgm2,395,1,-1,-1,0,0,-1,0,0,-1,0,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0
Akt3,479,1,0,-1,0,0,0,0,1,-1,0,0,0,0,1,1,0,-1,0,0,1,0,0,1,0,1,0,0,0,0,1
Lyn,512,1,0,0,0,1,0,1,1,1,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,0,0,1,0,0,-1,1,0
Ccr1,355,1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1
Rap2c,183,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Oas3,1138,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1
Gbp2,589,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0
Cdc42ep4,349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,-1,0,0,0,-1,0,0,0,0,0
Acod1,488,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0
Irgm1,393,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
Tlr2,784,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0
Relb,501,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc2a1,492,1,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hck,524,1,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Lpin2,931,1,0,0,0,-1,-1,0,0,-1,-1,-1,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Mndal,538,1,0,-1,0,1,1,0,0,0,0,1,0,0,-1,0,0,-1,-1,0,0,0,1,0,0,1,0,0,0,1,1
Prkdc,4128,1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0
Braf,804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Stat5a,793,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Il1a,270,1,0,1,0,0,-1,0,0,-1,-1,0,1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,0
Notch1,2531,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ms4a6c,217,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0
Ly6i,134,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0
Iigp1,413,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Cd74,279,1,-1,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,-1,1,0,0,1,0
Acod1,488,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0
Il1rn,162,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,-1,0,0,0
Gpr84,396,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Inip,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,1,-1,1,1,1,0,0
Cybb,570,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gng12,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1,0,0,0,-1,1,0
Syk,629,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,0,0,0,0
Ndrg1,394,1,0,1,-1,0,0,-1,0,-1,0,0,-1,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,0
Syap1,365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,1,-1,0,-1
H2-D1,341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1
Zc3hav1,946,1,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0
Nod1,953,1,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,0,0
Ccl2,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
H2-Q4,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0
Isg20,300,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ripk2,402,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0
Slc30a1,503,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
Trim21,462,1,0,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0
Mnda,423,1,0,0,-1,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Itga5,1053,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Map2k6,237,1,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0
Tnfrsf14,275,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Sting1,337,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ifi203,408,1,0,-1,0,1,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,0,0,0,1,0,0,1,0,0,0,1,1
Tnip1,646,1,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,-1
Zyx,564,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Cxcl16,246,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
Bnip3,187,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pml,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1
Trim12a,297,1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0
Cd274,290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0
Pyhin1,420,1,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0
Fyb1,819,1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Raf1,648,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0
Fcgr4,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
Cdc42ep2,214,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,-1,1,0,1,-1,0,0,0,0,-1,0,0
Lcp2,533,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,1
Prdx1,199,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0
Gbp9,619,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
Dap,102,1,0,0,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
H2-T23,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ifih1,976,1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,0
Irak3,609,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0
Lrch1,709,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdx5,210,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Parp3,533,1,0,0,1,1,1,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,1,0,0
Gbp6,611,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
Ifi204,619,1,0,0,-1,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Itgb7,806,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,-1
Ankrd17,2603,1,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,269,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,1
Adgre1,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim56,734,1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0
9930111J21Rik1,844,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ifit3,403,1,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0
Arhgdib,200,1,0,-1,1,-1,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,0,1,0,0,0,1,0,0,0,0,1,0
Ms4a6b,244,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0
Tnfrsf1b,474,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Themis2,663,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Hmox1,289,1,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,1,-1,0,0,0,0,0,-1,0
Ifitm2,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,-1
Vrk2,454,1,0,0,1,1,1,-1,1,0,1,0,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,-1,0,0,1,0,0
Ctsh,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1
Fpr1,364,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec4d,218,1,0,0,-1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12185,835,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0
Apobec3,440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Jak3,1100,1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Gbp7,638,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,1,0,0,0,0
H2-T24,363,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fpr2,351,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
Oas1a,367,1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1
Slfn9,910,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,1
Nos2,136,1,-1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,0
Uba7,977,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0
Gsdmd,487,1,0,0,0,0,-1,1,0,0,1,0,0,0,1,-1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,1
Prex1,1650,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0
Tlr9,1032,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
Cnp,400,1,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,1
Rassf4,322,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,-1,0,0,0,0,0,1,0
Stat2,923,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
H2-Q7,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
Map2k1,393,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Stat1,749,1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
Cbl,913,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Tarm1,288,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0
Plpp3,312,1,0,0,0,1,0,-1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Prkcd,674,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
Gm5431,844,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gnb4,340,1,0,-1,0,-1,0,0,1,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,1,1,0,0,0,-1,0,0,0
Elf1,2154,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Sema4a,760,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbp5,590,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0
Ms4a7,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Igtp,423,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Cd86,309,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0
Dock4,1978,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
Ifit1bl1,470,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0
Cd40,289,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
Mertk,994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,0,-1,0
Fam162a,155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,1
Ifit1,463,1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0
Dhx58,678,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Plcl2,1128,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Eif2ak2,515,1,0,0,-1,0,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0
Fpr2,351,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
Slfn8,407,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1
Gbp4,644,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
Rbpj,526,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0
Jak2,1132,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Src,535,1,0,0,0,1,0,1,0,1,-1,0,0,0,1,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0
