Gene,SeqLength,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99,W100
Arg2,354,4,3,3,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,2,2,2,2,2,3,4,4,4,5,5,5,5,5,4,5,4,3,2,1,1,1,2,2,2,2,2,2,1,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-3,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1
Arl1,181,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,2,2,2,1,1,1,0,-1,-1,-1,-2,0,-1,0,0,0,0,0,1,0,-1,-1,-1,-2,-2,-2,-3,-4,-5,-6,-5,-4,-3,-3,-3,-3,-3,-2,-2,-2,-1,-1,0,-2
Arfgap3,525,3,3,3,4,4,4,3,3,4,4,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,4,4,4,4,4,4,4,4,5,6,6,5
Arrdc2,407,0,-1,-1,0,1,0,0,-2,-2,-2,-2,-2,-1,0,1,1,1,0,1,1,2,3,4,4,5,5,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,4,4,4,2,2,1,1,0,1,0,0,0,0,0,1,0,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-2,-1,-1,0,0,0,1,1
Atg16l1,784,3,1,1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,2,2,2,2,3,3,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,2,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-3,-3,-3,-2,-2,-2
Atg4b,121,5,4,4,4,5,4,3,4,3,4,3,1,2,2,2,3,2,2,0,2,2,3,3,3,2,3,2,2,2,2,1,1,0,0,0,1,2,1,2,2,3,4,3,3,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,3,2,1,0,-2,-2,-3,-2,-3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-7,,,,,,,,
Ampd3,766,3,1,0,-2,-2,-1,-2,-3,-3,-3,-3,-3,-2,-2,-1,-1,-2,-2,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3,-4,-4,-5,-3,-3,-2,-2,-4,-3,-2,-2,-2,-3,-3,-3,-2,-1,1,3,3,3,4,4,4,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,6,6,6,5,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0
Ass1,464,1,-1,0,0,1,1,1,0,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,1,1,0,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,-1,-1,-1,-1,-2,-2,-2,0,-1,-1,-1,-1,-2,-3,-5,-5,-4,-4,-4,-4,-5,-4,-3,-3,-2,-2,-3,-3,-3,-3,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1,0,0,0,1,2,2,2,1,1,2,3,2,1,2,1,2,2
Atp7a,1491,-2,-3,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,2,2,1,1,0,0,0,-1,-2,-2,-3,-3,-4,-4,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-4,-4,-4,-4,-3,-3,-3,-2,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3
Bsg,269,-6,-7,-6,-6,-6,-6,-5,-5,-5,-6,-5,-5,-5,-5,-6,-6,-6,-5,-4,-4,-3,-3,-3,-3,-2,-2,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-4,-5,-6,-5,-6,-6,-6,-7,-7,-7,-8,-9,-10,-11,-11,-11,-11,-11,-10,-10,-9,-9,-9,-8,-8,-8,-8,-8,-7,-7,-5,-5
Casp3,192,-4,-6,-6,-7,-7,-8,-7,-6,-6,-5,-5,-5,-5,-6,-5,-5,-5,-5,-4,-3,-3,-3,-4,-4,-4,-4,-4,-3,-3,-2,-1,0,0,1,1,1,0,0,0,-2,-2,-3,-3,-3,-3,-3,-4,-4,-5,-5,-4,-4,-3,-3,-3,-3,-3,-2,-2,-3,-5,-5,-4,-4,-4,-3,-2,-2,-2,-1,-1,1,0,0,1,1,2,2,2,2,1,2,2,3,3,3,3,2,2,1,2,1,0,0,-1,-1,-1,-2,-3,-3
Cbl,427,4,3,3,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,4,5,4,4,5,5,5,6,7,6,6,6,7,7,6,5,5,5,4,4,4,4,4,4,4,5,5,4,2,1,1,0,0,0,0,0,0,-1,-2,-2,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-6,-6,-8,-7,-7,-6
B4galt5,388,7,6,5,5,4,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,2,2,0,1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-3,-5,-6,-6,-6,-6,-6,-6,-5,-5,-4,-4,-5,-4,-3,-3,-3,-3,-2,-1,-1,-1,-2,-2,-2,-2
Ccrl2,247,2,1,1,1,1,1,2,2,3,3,3,3,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,2,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,1,1,1,0,0,-1,0,0,0,0,-1,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,0,0,0,0,0,0,0,0,-1,-1
Carmil1,1374,2,2,2,4,5,4,4,6,6,5,5,6,5,5,7,7,7,6,7,7,7,7,7,6,6,5,5,5,5,5,4,3,3,3,3,3,3,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,-2,-1,-1,-1,-2,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-1,0,0,1,0,0,0,0,0,1,0,0,1,2
Ccdc88b,1481,2,1,1,0,0,-1,-1,-1,-2,-3,-5,-6,-7,-8,-9,-10,-11,-12,-13,-13,-13,-13,-13,-13,-14,-13,-12,-12,-12,-11,-10,-10,-10,-9,-9,-9,-9,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,3,3,3,3,4,4,5,5,4,5,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,5,5,6,5,4,4,4,3,1,1,1,0,0,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2
Ccr1,359,-3,-4,-4,-3,-4,-5,-5,-4,-5,-5,-5,-6,-5,-4,-5,-5,-5,-5,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,2,2,3,2,2,2,2
Casp7,487,2,1,1,1,1,1,3,2,2,2,1,1,1,2,2,3,3,3,3,4,3,3,5,5,6,6,6,7,7,7,6,6,6,7,6,6,5,4,4,4,4,4,3,2,0,0,-1,-1,-1,-2,-2,-2,-2,-2,-3,-4,-4,-4,-5,-5,-5,-5,-5,-6,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-1,-1,0,0,0,0,0,0,-1,-2,-2,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
Cdc42ep4,205,2,1,0,0,0,0,-1,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-1,-2,-3,-3,-4,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-1,0,1,1,-1,-1,-2,-2,-3,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-4,-4
Cdc5l,448,-3,-4,-4,-3,-3,-4,-4,-3,-3,-3,-2,-1,0,0,1,2,3,5,7,7,7,7,7,8,9,9,9,9,9,7,6,6,5,5,4,4,4,4,5,6,5,5,5,5,5,4,3,2,1,1,1,0,0,-1,-3,-3,-2,-2,-4,-3,-2,-2,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-4,-5,-5,-5,-5,-6,-5,-6,-6,-5,-5,-6,-6,-7,-8,-8,-7,-7,-7,-6,-6,-6,-5,-6,-6,-6,-6,-6
Cd74,523,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-3,-3,-3,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1
Cd40,424,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,1,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,0,-1,-2,-2,-2,-2,-2,-2,-2
Cflar,971,-3,-4,-5,-4,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-3,-3,-2,-2,-2,-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,4,5,5,4,4,3,3,4,3,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,5,6,5,5,4,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0
Cept1,416,3,2,2,2,3,2,2,2,1,0,-1,-1,-1,0,0,1,1,2,2,3,4,4,3,2,2,3,3,3,3,3,3,4,4,4,3,2,2,2,2,2,2,2,2,1,1,0,0,0,1,0,-1,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cdkn1a,159,3,3,2,2,1,1,2,2,1,1,1,1,1,-1,-1,-1,-2,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-2,-3,-4,-5,-4,-4,-3,-4,-3,-3,-2,-2,-2,-2,-2,-1,0,-1,0,-1,-1,-1,-1,0,1,1,2,2,1,1,1,2,1,2,3,3,3,4,3,3,2,2,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,-2,-2,-3,-2,-1,-1,-1,-1,-1,-1,-2,-3,-4,-4,-4,-4,-4,-4
Cmpk2,447,7,6,6,7,7,8,8,8,7,7,6,6,6,5,5,4,4,4,3,2,2,2,2,0,0,0,-1,-1,0,-1,-1,0,0,-1,-2,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,1,2,2,2,3,3,3,3,2,2,3,4,4,4,4,4,5,5,5,5,6,7,7,7,7,6,6,6,6,5,4,4,4,3,2,2,2
Cmtr1,837,6,4,2,0,-1,-1,0,0,1,1,1,1,1,2,1,0,0,-1,-2,-2,-2,-1,-1,-2,-3,-4,-4,-5,-5,-4,-4,-3,-2,-1,-2,-3,-3,-2,-3,-3,-3,-2,-2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-4,-3,-3,-2,-2,-1,-1,-2,-2,-2,-1,-1,0,1,2,1,2,2,3,1,1,1,1,1,1,3,3,3,3,3,3,4,3,3,3,2,2,2,2,2,2,2,3,4,3,3,3,3
Cnn3,330,1,-1,-1,0,0,0,-1,-2,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-3,-3,-2,-2,-3,-2,-2,-2,-1,0,0,0,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-4
Coro2a,524,4,3,3,4,4,4,4,3,2,2,2,1,1,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,0,0,-1,-1,0,-1,-2,-2,-2,-3,-2,-2,-2,-2,-3,-3,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2
Chmp4b,802,-2,-3,-5,-6,-7,-7,-7,-6,-6,-5,-6,-6,-6,-5,-5,-6,-7,-8,-8,-8,-9,-8,-8,-8,-8,-8,-7,-7,-6,-7,-7,-7,-6,-5,-4,-4,-4,-4,-5,-6,-4,-5,-4,-5,-6,-4,-3,-2,-2,-2,-2,-4,-3,-2,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,0,-1,-1,-2,-2,-3,-2,-2
Cnp,1022,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,-1,-1,-2,-2,-2,-2,-2,-2,-3,-2,-3,-4,-4,-4,-4,-4,-3,-3,-2,-2,-2,-2,-2,-1,-1,-1,0,0,0,-1,-1,-1,1,1,0,0,0,0,1,1,2,2,2,2,2,2
Dbnl,1730,1,0,1,1,1,1,2,2,3,3,3,3,2,2,2,2,2,3,3,2,2,2,1,1,1,0,0,1,1,1,1,2,2,3,3,3,3,3,2,1,0,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,0,-1,-1,-1,0,1,2,1,0,-1,0,1,1,1,2,2,2,3,4,4,4,4,5,6,7,7,5,5,4,3,2,2,2,2,1
Crk,182,1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-1,0,1,2,2,2,2,1,1
Dennd1a,1016,0,-1,-2,-2,-3,-2,-3,-3,-3,-4,-4,-4,-4,-5,-4,-5,-5,-5,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-4,-4,-4,-4,-3,-2,-2,-2,-1,-1,0,0,-1,-1,-2,-2,-1,-2,-1,-1,-1,-1,-1,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,0,0,0,0,1,2,1,0,0,0,0,0
Cybb,570,0,0,0,0,-1,-2,-2,-2,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,4,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,1,1,0,1,0,0,0,0
Cxcl16,736,0,-1,0,0,0,0,0,-1,-2,0,1,2,2,3,2,2,2,2,3,4,4,4,4,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,1,1,1,2,2,1,1,0,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-3,-3,-4,-5,-5,-6,-8,-9,-10,-11,-11,-11,-12,-12,-12,-13,-12,-13,-12
Dnajb6,337,-1,-2,-3,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,2,2,3,1,1,2,3,3,3,3,3,3,2,1,0,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,-1,-2,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-2,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1
Dnttip2,599,1,0,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,0,0,1,1,0,0,-1,-1,-1,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
Dnaja2,412,2,1,1,2,1,1,2,2,0,1,1,2,2,2,2,1,2,2,3,2,2,3,3,4,4,2,1,1,1,0,-1,-2,-1,-1,-1,-1,-1,-2,0,-1,-1,-2,-2,-2,-2,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-4,-3,-3,-3,-2,-3,-3,-3,-2,-2,-2,-2,-2,-1,0,0,0,1,2,3,3,2,2,3,3,3,3,3,4,4,4,4,3,2,2,2,2
Dtx3l,748,3,2,2,3,3,3,4,4,4,3,3,3,3,3,2,2,1,2,2,2,2,0,0,0,-2,-3,-2,-1,-1,0,1,1,0,0,-1,0,0,0,1,3,3,2,2,1,1,1,1,1,1,2,2,3,3,3,4,4,2,2,2,2,2,2,3,1,1,0,1,1,1,0,0,1,1,2,2,2,2,1,1,0,0,0,1,1,1,1,2,2,2,1,0,-1,-2,-1,0,0,-2,-3,-4,-4
Ehd1,230,3,2,2,2,3,4,4,3,3,3,2,1,0,1,1,1,1,0,0,1,1,1,1,1,0,-1,-1,-2,-2,-4,-4,-3,-3,-3,-4,-5,-5,-5,-5,-5,-4,-3,-3,-3,-3,-3,-3,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,0,0,1,2,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-3,-5,-5,-5,-5,-4,-4,-3,-3,-3,-3,-3,-5,-5,-4,-3,-2,-2,-1,0,1,1
Dock4,1978,0,-2,-2,-2,-2,-2,-1,-2,0,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,2,2,2,2,3,3,4,3,3,5,5,6,6,5,5,4,4,4,3,3,3,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-3,-2,-3,-3,-3,-3,-1,-1,-2,-2,-3,-3,-2,-1,0,0,0,0,1,1,1,0,0,0,-2,-1,0,1,1,1
Diaph2,612,-3,-4,-3,-2,-3,-2,-1,-2,-2,-2,-2,-2,-1,-1,0,1,0,1,1,1,1,2,3,4,4,4,6,6,6,6,6,5,4,3,3,2,3,4,4,5,5,5,5,5,4,4,4,3,3,2,2,1,-1,-1,-1,-1,-2,-2,-3,-3,-4,-3,-3,-3,-2,-2,-3,-2,-2,-2,-2,-3,-3,-3,-2,-2,-2,-2,-3,-2,-1,-1,-1,0,1,1,1,0,1,0,0,1,3,3,3,3,3,2,1,1
