gene,seq_length,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30
Casp8,480,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,0
Kynu,428,1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,-1,0,0,-1,-1,1,0
Acod1,488,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0
Ube2j1,278,1,-1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,-1,0,0,-1,0,1,-1,0,0,-1,0,0,0
Mkrn1,481,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ythdc1,740,1,0,0,-1,0,1,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
Fas,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0
P4ha1,534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
St3gal1,337,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inip,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,1,-1,1,1,1,0,0
Cybb,570,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipg,500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vcpip1,1220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
Dcp1a,602,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,-1,0,0,0,1,0,-1,0,-1
Cmtr1,837,1,1,1,1,0,-1,0,-1,0,0,0,0,0,1,1,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,0
Wars1,474,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0
Acot7,381,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Psme4,1843,1,-1,0,0,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Cdc5l,802,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,0,0,1,0,0,0,0,1,0,0,1,0,0
Gch1,241,1,-1,1,0,1,0,0,1,0,0,0,0,0,0,-1,1,-1,0,0,1,0,0,0,0,0,0,0,-1,1,0
Isg20,300,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Trim21,462,1,0,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0
Ppp2r5a,486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1,1,0,0,1
Alas1,642,1,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mmp14,582,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smg9,520,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,-1,0,0,0,0,0,0,0,0
Senp1,640,1,-1,-1,0,0,-1,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Ampd3,766,1,0,1,0,0,0,1,0,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,1
St3gal5,414,1,0,0,-1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ankib1,1091,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
Sting1,337,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ctsc,461,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
Zc3h11a,792,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,-1,0,0
Pgm1,562,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
Fbxo38,1194,1,0,0,1,1,1,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,1,-1,0,0
Atp13a2,1169,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Rnf114,229,1,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0
Parp10,960,1,0,-1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,0
Trim12a,297,1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0
Adar,1178,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,1
Psmd4,376,1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0
Prdx1,199,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0
Atg4b,393,1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0
Pfkp,784,1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0
Synj1,1574,1,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,1,-1,-1,0
Hm13,378,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
Cwc15,229,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,1,0,1,0,-1,0,-1,0,0,0,0,0,1,0,0
Mdm2,489,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0
Prdx5,210,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
Parp3,533,1,0,0,1,1,1,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,1,0,0
Lap3,519,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0
Isg15,161,1,0,0,-1,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1
Atg16l1,607,1,0,0,0,0,1,0,0,-1,0,0,1,0,1,1,0,0,0,-1,-1,0,1,1,1,-1,1,0,0,1,0
Arg1,323,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,0
Acsl1,699,1,-1,0,0,-1,0,0,1,0,0,1,0,0,-1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0
Rnf115,305,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0
Syk,629,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,0,0,0,0
Marchf5,152,1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,-1,0,0
9930111J21Rik1,844,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sphk2,617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
Gk,553,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hmox1,289,1,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,1,-1,0,0,0,0,0,-1,0
Usp25,1055,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
Vrk2,454,1,0,0,1,1,1,-1,1,0,1,0,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,-1,0,0,1,0,0
Parp14,1817,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0
Patl1,770,1,0,1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1
Ctsh,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1
Hspa4l,838,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0
Gm12185,835,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0
Ube2l6,153,1,0,0,0,1,1,0,0,1,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,0
Lbr,626,1,0,0,1,1,0,0,-1,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0
Gda,332,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apobec3,440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Sart1,806,1,0,0,0,1,1,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Socs3,225,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,0,-1
Nos2,136,1,-1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,0
Itpkb,942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0
Usb1,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0
Dnttip2,758,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Abhd16a,558,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,1,-1,0,-1,1,0,0,0,0,0,0
Samd4b,687,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0
Ubap1,441,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,1,0,1,0
Uba7,977,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0
Tut7,1474,1,0,-1,0,0,1,0,0,0,0,1,1,0,1,-1,1,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0
Armc8,673,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,1,0,0,-1
Nadk,439,1,-1,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1
Inpp5b,993,1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
Cnp,400,1,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,1
Poldip3,420,1,0,-1,0,0,0,-1,-1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Pla2g4a,740,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,0
Ptpn1,432,1,-1,0,-1,1,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,-1,0
Samhd1,658,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0
Rbm10,852,1,-1,0,-1,1,1,0,0,1,0,-1,1,0,0,1,0,0,0,0,-1,1,0,0,-1,-1,0,0,-1,0,1
Supt6h,1726,1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,0,0,-1,0,-1,0,0,0,1,0,0,1,1,0
Pdk3,415,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,1
Papss2,621,1,0,0,0,0,1,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Arg2,354,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zfand2b,257,1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,1,0,-1,0,0,0,0
Cept1,416,1,0,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plpp3,312,1,0,0,0,1,0,-1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Prkcd,674,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0
Gm5431,844,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ugdh,493,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Pip5k1a,546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arg1,323,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,0
Dnajb6,241,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,1,1,0,0,1,1,0,0,0,1,0
Igtp,423,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Psat1,370,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
Trex1,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,-1
